sequence,stack_depth,count
())))(()))(((()())))()()))())())(())()(((()())())(())((()((()))),-1,-6
((((())))()(((()(())))((()()))(((()))))(((())))()))))))()(())(((,-6,-2
()()()((((())(())()())))((())(((())(()(()(()()(()((())())())()((,-10,8
(((((())((()(((()))))()(()())(()((((()((((((()())))))))))))))))),17,0
()(()))((())()((()(((()))((())(((()((()((((())(()()()()))))())((,-2,10
(()((()))()())(())()((()))()(((()))((((()))()))())((()(()(())))),6,0
()()()()()(())(()(((()()(()(())))))(((())(()))()))(())(())()(()),7,0
(())()(())()(())()()()(()(()))(((())(()()())(())()((()((())))))),7,0
()(()))((()(())()())))()(()()))))((()))(()(())(()()((())))())()),-2,-6
((((((()))()())()()())())()))(()()))()(()()(()())()((())()((())(,-7,2
()()()()()()((((()())()(())())(())))(()())()()(())()()(()(()())),5,0
())))))()()()))(())))((()()(()))((()()()((()((())))())())()()()),-1,-8
()(()())(()())()()()()((((()()))(((()))()(()))((()()(()))(())))),6,0
((()())))))))((())(()))(()()))))((()((((((())())(())))(()()))()),-3,-6
()(())((()()()))(()())(()((((())()())))(()(()))))))(())))))()(((,-6,-4
(()(())(()()((()()))())))((())((()()(((()()())()()))()(()()()))(,-5,2
()()()(((()((()((()()(((()())())(((()()))))))()((((()()))))))))),12,0
(()((()((()()(()((()()()))()()))((())))))(()))()(()())(()(()())),9,0
())()()(()()(()(())()(()))())((()()((())(()))))()())((((())()(((,-1,4
(((()((()))()((())())((()((((((()()(()(()()(()(()))(())))()()))),-16,8
(())(()(()))))()))())(((((())(((()))())()))()())(((()()))())))(),-3,-6
(())(((((()(((()))()(()(())((()))))(((())()))(()()()((())))))))),10,0
((()(())()(()((())))()(())((((()))())((()()(((()))))())(()()()(),-9,4
()((()(())()))(()()()()()()))())()((()(()(()(((()))())()))(()))),-4,-2
(())(()()())(()()())(())()(())()(())(((((((()))))((()())))(()))),8,0
(()(()(((()(())))(()))(()()()))()(((())))(((()(()())())))))(((((,-7,4
())(()((()()())()))))())(()(()(((()())()())((())))()))((((()(((),-1,2
()(()))(()()))(()))((())))))())))(())())()())()((((((((()()())(),-2,-4
(())(()(((((()(()(()()()(())))())))(())((((()(((()))()())))))))),11,0
(()(()(())))()(())(((((((())()((())))()))())(())))()()((((())))),9,0
()()))((()((()()(()(())))(()((((()((()))(())))()(()((()())((()(),-1,8
(((()()()())(())))()((()))(())(())()()(())(()(()(((()())))()))(),6,0
(()())()()(((())((()))))()()()()()()(())()((()())()())()()()(()),5,0
()((()((()))(((())()))))()((())(((()))(()(()(()((((()(()()))(()(,-11,10
(()((()()())))))))()))())(()))))((()()()(())((())()(()()())))))),-4,-12
())(()(()(()))))(())(()(((()(()()))((((()())(()))))()()))()((()(,-1,2
()())((()))())((()))(()))())())())(()))()())((((((()()()(())())(,-1,-2
((()())))()()())((())(()))((((()((()((()())()())))((())()()()))(,-3,2
((((((((())()((())(()))()()))((((())(())()(())())())())((()()))(,-10,6
()()((()()()))(((()))())()(()()(()((()((()(((((((()))))))))))))),14,0
()()(()))))())))(((((()((()())()(()()))))()((()(())))()())()())(,-2,-4
(((())()))(()())((((((((()((()))(()())))((())())()(())))))())()),11,0
()(()())(())(())((())(((())))(((()(())((())(()))))(())))()()(()),7,0
(((())())()())(()(()(())()))()(()())()()()(((((())))))((()))(()),6,0
(()))()))((((()()))((())(((())())())())))()()()()()))))))(()())(,-2,-8
())()(()((())(()())(()))(()()(()))(((()))(())))))(())))()()))()),-1,-8
((()(((()))))()((())())()))((()(())(()))()(())((()())()((())((((,-6,6
((((()()()))((())())(())())())()()()()(((()((())))((()))()))()(),6,0
())())(((())(()(())()))))())()())())))(((()())())(()())((((((()),-1,-2
((()(()())(()()(((())(()(()())()()(()))))))())()()((((()))(()))),8,0
()))()())()))(()((((((()())))())()()()))())())))))()())(()))()((,-1,-10
()(((()())))((()))(()())(()()()((())))(((((())())))())()(()(())),6,0
()(()(((()()))()))()()()()(())()(()()())()()()((()(()()(())()))),5,0
(()())()(())(())(())()()(()()((())(())())()()((()())))()()((())),4,0
()()((()((()((((()()(())())()))(())()))())((()))()())))(())()()),-10,-2
()()()))(()(()((()())(((())(()(()()())()(()()(()(())((())()))()(,-1,6
((()()))(((((())))()()))(()()))))(((((())())((((()))())))(()(()),-6,0
())(((())((()(((()(())))()(())()()()))()))((()))))(((()())))())(,-1,-2
(((())()))()((()()()))(((())((())()())()((()()())())))(()((()))),5,0
(())(()))))())()(((())))(()))(((()))(())(()()())))(())()(()))))(,-2,-8
()((())))))))))()(()(())()()())(()(()()(())()))((())()(()))((()(,-3,-4
((())))())())())())(()()()())((()()()()(()))))())((()))))((()))(,-3,-8
())))())()(()((()))(())(()())()()(()()())))((((()))))()())((())(,-1,-4
(()())()()()()()()((()())(()()()()(()()(()((((((()(()))))))))))),12,0
((((()()(()((()))((()))()))((()(((((()()(()()))((()(()()((()))(),-15,12
((((())))(((((()))()))))()()((())((())()()())(()())((()((()))))),7,0
()((()()(()(()(()((()(()())(()((())()(((()(()()()(()(()()))()))),-16,10
(())((())(()))()(((())())(())((((()(((((()())((((()))))))))))))),14,0
((((((()(()((((()(()())())(((())())))(()())())((((())))))))))))),14,0
(())(()((((()))))(())((()()((()((())()((())))))))())()())))))()(,-9,-4
()(()(()))()()()()()((()()((()))))((()(()((((()((()())())))))))),10,0
()(((()(((()()((())))))(())))()()())((()(()()()))()()()(())(())),9,0
()(()))((()))))))())))()())(()()))()(()()))()))))((()))))((()((),-2,-14
()((((())()())))((()((()()()()))())(((()()(()(())((()())())))))),8,0
((()(())(((((((()))(((()))()())()(())((())(()))())(()))()()))))),11,0
(())(()()(((()()()()))())(()())())())()(())(()))()))))(())())()(,-5,-6
(())()((()(())))()(((())))(()(((((()))))))(()())(()()()()())()(),7,0
()(()(((((((((((())))))(()(())())()())))()))((())()(()())()()))),13,0
()((((((())()(())()()(()))())))(()(((())))())(())()(()())()()()),7,0
((((()))(()())(()(())))(()(())((()()))((((())(()())())()((())(((,-8,8
(((((()(()))(((()(((()()((((()))()))))))()((())(()(()))))))()))),15,0
()(((((()(()))((()))(()))()))(()))()(()()(((()((()())()())))))(),7,0
(()(()((()))()))()()((((()(()()))((((())))((()(((())(()))))))))),10,0
()()()()()()((((()((()((()()))(()))()()())((((()())()))(())))))),9,0
()))()(((()((())()(()(()())())()))))))())))())))))((()()))))()(),-1,-14
((((()))()()))()((()))()()()()()()((())(()()())(()))(())()()()(),5,0
(((()((())())())))(())((()()))(()()())(()()((())(()((((()))))))),8,0
()()(((()())))()()()((()((())()()(()(())())()(())(()()()(()))))),6,0
(())()()((()))()(()(())())((()))((())((()))())()()(()())()(())(),4,0
(())()(()((()())((((())(((((()))()()(((((()))()()()()))))))))))),14,0
()(())(()((())()()(()())(())))(())()(()((((((()())()())))))(())),8,0
())()((()()))(())())))((((())((()))))((((()))())()(())(())((())(,-1,0
()((())())()(()(()(()()()))()()()))((())))())(()((())(()())()((),-4,0
(((())))((())(())(()()()))))()(()((()(()))(())()(())((((()()))((,-4,4
(())()(())(((()(())()))())(())()()()()()()((()))(((((()(())))))),7,0
()))()())(()(((()()(((((((())()()())())())((())))()((())()(((()(,-1,8
(())((()((()())()))()((((()(((((())))()())(()(()(()(())))))))))),11,0
()(()))()(()(())())()()((()((()((((()(()))(()()((())()((((())(((,-2,14
()((()()()))()(())(()(((((()((()(()))()()(()())()(((())))))))))),11,0
()()()(())()()()(((((()((()(()())((()()())()((()))()())()))))))),11,0
((()(((((()())((()()()(((())(((((((()()((()()))))))))))))))))))),20,0
()((())((()()))(())(((())()()()())(()((()())()()(()()))(())))()),6,0
(())()()(((()(((()((()(()(())())()((()))))))))(()()((()))(())))),11,0
()(())(((()(((((())()((()(())((()()()))))(()(()()(((((())()())(),-15,12
()(()())((((((()((())(()(()(((())()))()((())())((())))())))))))),13,0
(((()())()()))))(((()))))()((())(())())))((())(())(()(()((()(()(,-4,2
()()(()(()(((((()(((()())))))())(()))()((((()())))()(()())(()))(,-11,4
((())((()))()()())(()()()((())(((())()(()))())))((()((()))))(()),6,0
(()())(()))((((()(())((()))))((((())((()(()))(())((())((())()))),-2,4
(())(()((((((())()()()))()))))()()()(()(()))))(((()(())(())(()(),-8,2
(()(((()())())))((()((()(()((()))))()))())(((((()()))))()())()(),8,0
()(())(())()(())()()()()(((()(())))())()((((()))(()))()(((())))),5,0
(()))))(((())((((()())))))))))()))(((())()()(((((()(()()()))())(,-2,-2
()()(((((())())((()())())())))(())()()((((()))(((((()())())))))),8,0
()()()()(()()()(()()()()))(((())()))(())()()()()()(())(()((()))),4,0
((()()))()(((((((()())()())(((((((((()((()())))(()(())))))())()),-17,8
(())(())()()()()()(()((()()())(()())((()(())(())((()()(()))))))),8,0
()()(()(()))(()())(()(((((())))()))(())(()))(((())))(((((()))))),7,0
()()(()((((()()))((())((()))(()))((()(()))(())(()(()))()())()))),7,0
((()))))(((()))(()()((((()(()((((()(((())((()()))))()())(()((()(,-3,12
((())()(((()))()(()()()(())()()())((())((())())(()()))(()(()(((),-7,6
()()()()((())((())(()())(()()()()(()((()())()(((()(()()))))))))),10,0
()())())(((()))()(((())()(())())((((()(()))))(()())))(())()(((((,-1,4
())()()())))(())(((()((((()))((())()()()()))()))(()(())())())()(,-1,-2
()(())()((()((((()()))()((()()()))))))((((())((()))))(((())))()),7,0
()(((())((()))()))()()(((((())(())()(((()()(()())(()()))())))))),9,0
()()((((()(())()(())))((()()))()(()()()))()((((()())(()(())))))),7,0
((())()((()))))(()))(((())((())()()(())((())))()(()(()))()()))((,-4,0
(((((()())))())()(((()(())())())(()())))()()()(()()(((((())))))),7,0
()(()((((()))))()(((()()((()))()(((((()()(()())))()((()))))))))),11,0
((())((()(())(((((()))()))(()))((()((((())((())()((()))))))))))),12,0
()))))))((()())()()()()))))()()((()((()()((((()))()((()(((()((((,-1,6
()(()()(()()(())(()((()((())()()()(()()))((()()()(((((())()(()(),-13,12
()()))()(((()((()(()()()()())(((()()))))(()())())(())())((((()((,-1,6
()((()())()())(((()()())))(()())()()(())()()()((())(()(()()()))),4,0
())(()())()))())(()(()))()))())()(((())))))(())()((()))))))())((,-1,-12
((())(()((((()))((((())(((())))((())((()(((((()))(())))))))((()),-16,8
()((())(())()(()((())))(())()(()))()((((()))))()()(()())()()(()),5,0
()(())()()((()()(()()(()))())(((()(())))()()))()((()((()(()))))),6,0
(()(((()))((((()())))(((()()()((())(()))((()((()()(()))((((()(((,-16,16
(()(((())))()())))())(())()())(()()))())())((())()()(()()))(()((,-5,-4
(()(()))()()()((()()))()(()(()(())()()(((())())()(())))(()(()))),6,0
()(())())((()((()()()()())()()))(()))(()((()()))()))()())))()))),-2,-8
(()))())())()())))))))((((()()((((()()(((()((((((())))()))())((),-2,2
()((()()()(()()))()())(())((()((()()))))(()(()((()((())(())))))),7,0
()()()()(())()(()())()()()((()(())(()()()(()()((()))))((()())))),7,0
())((()))(()()())())(())()()())()()(()((()(()(()())())))())((((),-1,0
(())()))(()((((()((()))()((()((()))()((()()))()()(((())()()))))(,-2,4
()((()()))(())()()()(((())()()))(()())((()(()(((((()()())))))))),9,0
(((((()((((())(())()((()))))(()(()((((((())()))((()))))))))))))),15,0
())((((()))()(()()((()()))(((()))())))()(()())(((()(((()(((((((),-1,12
(()()()))))(()()())()((()()))()(((()))())))(((((((())())))))())),-2,-6
()(()())()()(())()()()(((((()((()()()(((()()(())((())))))))))))),13,0
(((()()))))))))()()))(()))())))((())(()()())()()))()(((((()()()),-4,-8
()((())(()(()()))((((())())()((()((()))()())()))))()((()(()))()),8,0
(((())((())(()(()))())))())(()))())(())(()()())(((()())(()()())(,-6,0
()())))))))))())(()((((()))((()())(()()(())())(((((())))())(((((,-1,0
()()((()()(())(()((((()()()))()))))())(((()())(()((()))())))(()),8,0
(()))()(((()))())))(()((()()(((()(())()()()))())()((())((()()))),-2,0
((())((((()(()(()()(()))(()()))(((()())(((((())()(())()())))((((,-13,12
((())()((()())))()(())(((()())())())(((()()))(()))(())((()(()))),4,0
())))()(((()(((()))((()))(((())())())))))))()))()((())()(((((((),-1,0
()((((())(((()(()))(()()()((()()()))()()()()((()())()())()()))((,-9,6
()))))())((()((()())((()))))()))())))((()((()()))((()())()(()))(,-1,-6
()()(((())()((()())()()(())))(((()()())))(()))()((()))()((()())),5,0
(())()()(((())((())))())()()()()((((((()()(())()))(((())())))))),8,0
(((())(()()())))(())()((()))((()))()()((((()()))(()))(()()))(()),5,0
()))()))))()))(())))())(((())()((()(()(((())((())())()())))(()((,-1,-4
((((()))))()()((()(())()((()))()))()()()(())()()(((((())()())))),6,0
()(()(((((()(())(((()()()(()))()))))))(((())()())(()()()(()))))),11,0
(())(((()(())(()(()()))))))((()()))(((()(()()((()(((((()(()()))),-6,8
(((()(()))()((())()))))()())(((()(()))()(())(()))(()))(())))())(,-5,-4
(()())((((()))()(()()())((((()((()(((())))))()(()(())))(()(()(((,-12,10
()(())((()()))()(())(())((())((()((())((()(()((()(())()))))))))),11,0
(((((()())))))(())()()((())(())())()()()()(()((()))((()())(()))),6,0
(())))())()(()))((()()()())(()())))))))(())())))(())))(()((()()),-2,-12
()(()(()(()()(()()((()(((((()(()())))()()(()())))((()()))))))))),13,0
((())))())((((()))(()))((((())())))))()(((()(()))(()))((())()()(,-3,0
()()()()()()((()()))()()(()(((()))())((((()((()(()((())))))))))),11,0
((()(((()(((())(())))()((()())))(())(())((()((())((()(((()()()(),-13,12
()(())(()(((((((((((())())((()(())(()()))()))((())(()))))))))))),14,0
(()(()())((())((()))(((()())))))()(()()())()((()(((())))))((())),6,0
()))(((((()()()(((())()))))))))((((()((()())()(((()))((((())))(),-1,4
((((()()()((()))((())(((()())()(())))(((((((()))()()()())())()((,-13,10
(())(((()(((((()))()(()())()((())((()()()())))()()(())()))()))(),-10,2
()()()()()()((()(()())()()))()(()(((())(((()))))()))()()()()(()),7,0
()()(())((()(()))((())(()(()())((())))(()(()))()((((((())))))))),9,0
()()()()()()(())()()(())()((((())((((())(()()()()))()(()())))))),8,0
((())()()()()))()))))()()(())())))(()((()()(()()((((((((()(((()),-3,6
()()()()()()((()()(()(()(()))())))()(()()()((((((((()))()))))))),10,0
()()(()((()())((()(()()(()()())())()(()((()))))))((())(()())(((),-8,4
()()()(())()(((((()()(())(())))())()((()))(())()))()()(())((())),7,0
()()(()())()(())()()()(()((())))()((())(()(())()()((()(()()))))),6,0
(()(()))((()()))()((())())((()()((()()))))(())((((()())()))())(),5,0
()()()())))))))((()))())(()()))()))(()(()((()))((())((())))))((),-1,-10
(())((()))(())()(()())()((((()())())(((()))()))())()()(((()()))),6,0
())((())((())())))()(((((()())((())(()((())))))((((()()()())))(),-1,2
()()(())()()(()())((()())(()((((((()(()()()))(((((())))))))))))),13,0
()())(()()())))())(()((()))))))())()()))()(((()((((()((((())(((),-1,2
()))))()(()()((()))())))()((((())))(())((()))((()())(())((())((),-1,-2
((((())())(()(()((())())()(((())()(()(())()())))))((()((((()(()(,-10,10
()()(()()))()())(()()))(((((((((()(((()())()))()())(((()))()())),-2,4
(()())())())(())()(())))())()((())())(((((()))()))()(((()()()((),-2,0
(((())(()())((())))))))()()))()()((()()(()())((()))()))(((((()(),-5,0
()((()()))(((()(()()()(((()))()((((())((())(())(((())))))))))))),13,0
((((()))))())(()))))((())))))()()))())(()()(((()(()()((((((()()(,-5,2
(()()(())))()())()()()))(()())())(()))())(((((()((()())(()())(((,-3,2
()(((()(()((())()((()()(((((()(((()()))))))()()())())()()))))))),16,0
((())(()))(()()((((()))(()((())()))(((())))))()())()(())()())()(,-7,0
())()())))((((((())())())())())(()))(()((((((()())((()((())))()),-1,2
()()(((()()()(())))())()()((()))()()()(())()()()()()(())()((())),5,0
()((()()))(()(())())(((()(())()))()(()())(()()(()))()()((())))(),5,0
()((()))()((()(())))(((())())())()((((())()()())))(((())(()))()),5,0
(()(())()))()((()))(()(())))((()))(())(())))())((())()((()()())),-3,-4
()()((()))()((())((()()(()))()()((((()())()(((()((())()))))))))),11,0
()()()(()()()(()))((((()(()))()))())()((()(())(()(())(((())))))),7,0
(()(((()()(((())))())(()))()()))()))((())())(()(()))()))))()())(,-8,-6
((((())((())((()()()()()()(())((((((()))()()(((()))()))))))))))),14,0
(())(())(()()))(()))))(())()))))())((()((((((()())()(())(())))(),-2,-4
((((((()()((())()()))())(()))(()()((()((())()())))())()(()(())(),-9,4
(((()(()))))((())))((((((())((()(()()))(((()(((((())(()(()((((((,-5,20
()()()()()()(())(()()((((())()))(())))(())((((()))()))(((()()))),6,0
()()()())())(())())(()(()(()(())))()())))())(((((((()(())((()(((,-1,6
(()))))((()((((())(()))))((()()(()))()((()()(()()()()))()))()((),-2,0
()(((()(()())))()((()())(()))()))()()())())())()))(())((((((((((,-5,4
()()(((()()))(())))((()())())()()(()()(((())()())))())))))())))(,-4,-8
(((()()))(()()(()()))))()()))((())())()()))))())(())())(()(()()(,-4,-6
(()()))))(()((())(()()())(()))(((())))()))(())))))())))))()()))(,-2,-14
()(())()((()()))(((((())))))()()(()(()))()()((()()))()()()()(()),6,0
()(())(()((()()()(()(()()))((())(((((())())((((()))((((((()((()),-18,16
()()((()((((()()((())(())(())))(()()(())((())))())(())))(())())),9,0
((()(()(()))((())()())((((()))))()))()(()(()(()()(((()(()(()())),-9,6
()()((())(())()((((((()(((((()))))())))((())()())())()())(())))),13,0
()(()(((()()()()(((())((()()(()(((()(()(())()((()))))))))))))))),16,0
((()(((()))())()(())(()(()()))())()((())()((()()))()))(())((())),6,0
((()))()()()(()()((((()()(())()(())()(()))(())))(()(()())()))()),7,0
()()()(((())))()()()()()((()(())((()(())((())(()()))))))()()(()),7,0
())))((()(((()(())))(()())((()(())((()()())())(())))()()(()))((),-1,0
())()((((()(()()()((((())((()))()()(()((((()))(())())())())()()),-1,6
()()()()(((((())(()(()()((())())()(((((()()((()())())))))))))))),14,0
()()()(((((())))())())(((())((((()))))()()(())()(((()()())))())),7,0
(())(())((((((()(()(()))()())())((())())()(()))())(()(())()()))),9,0
()(()((()(((()(()())(()((()()()((()))())()((()((()())))))))))))),13,0
(((()(((((()))(()((()())())))(((((())((()((()(()))())))))))))))),15,0
((()()))()((((((())((()()(())))(()())())(((()))())()()())(())))),9,0
()())())(((((((((((((()(((()))()))()()())()))))()((()))))(())))),-1,0
()((())()(((())())()))()()((((((()))()())()((((())(((()))))))))),10,0
(()(((())(()))(((()())(((()())())()))(((())())()((())()(()))((((,-8,8
((()))())()(()((()((()()()(())()())(((()(()()()(()())()(())(())(,-3,8
())(((((((()(()))(()()(())))(((()((())))())((()(((((())((((()))),-1,12
())))()(()(((()(()()()()()((())))))()((()(()())()((()())()(()()(,-1,4
())((()(())((()()()()))))()(()(()()(((()())()(()(((()())))()()(),-1,4
()))()()))))()(())()()(())())))()()()()))))())((((())()()())(()),-1,-12
()()()()((()()())((((()(()))())(()())(((())()))()))((()()(())))),7,0
())))()((()(()()))()(()()(())(()((()))))())()((())()()))(())))(),-1,-6
(())()()((()))(((((((()))()())))))()()()()(((((())))()()((())))),8,0
(())()()()()()()()()(())()(((((()))())))(((()()((()())))())()()),6,0
((())((()())(()(()())))(()()()(())((((()(((((()()))))()())))()(),-12,4
(((()((()(()()(())()()((()))))())((()))()()(())()(((())(((()()(),-9,8
(((()((())((((())(())(()))))()((((()()(())))()((()(()((())((()(),-13,12
()()()((()))(((((()()((())())))(())()())()())((()))()())()()()(),8,0
(()))())((((())))))((())))()))(()((((()))))()((()()))))(())))()(,-2,-8
()(())()((((()())())()))(()((()(())(()))))()()(((()())))(((()))),5,0
()()())(()(((())(((((()())))((())((()())(())()()))()))))))))()((,-1,-2
(())()(((((()()))())))(((()(((())(()))((((()(())())(()())))))))),10,0
())))()()()((())))))()((())((()(())))()))(())()()))()(((())))()),-1,-10
()())())()((()))()(((())())())(()()))()((()(()()()((())()(())))(,-1,0
()()((()()())()(()()()((())((())()(())))))(((()((((()(())))))))),9,0
()(())((((((((())))(())(()))))((()))((())()(((()()()))(())))())),9,0
(()(()(()()))((((())(())))(())))()((())(()(((((())))))())((()))),8,0
(()(((()())((((())(())))((()(()()())((((()())))))((((()))))))))),11,0
()((())(((()()))())())(())(((()(()))))((()()()(()()()((()()))))),6,0
(()())(()())()(()())()(())()()(()())()((()(()(())())(((()()))))),6,0
()(())((((()(((())))())()()(())(((())(((()()((((()))()(((())(((),-15,14
(())()(())))(()((())())((())(())((()()))()))))())((())()())(()(),-2,-4
((()()()()())()(()((())()(())))()))))((()((()))())))()(()((()((),-5,0
()(()(())())()(((()))()(()((((((()))()))()((((()))()))(()()))))),9,0
((()())(()()(())))))))(()((())))(((())())(())())))(())(((())()(),-4,-4
(())()()()()()()((())((()()()))((()((((()))))(((()()))))))((())),8,0
()()((())(()()))()()()()()(()()())()()()()()()()()()(()(((())))),5,0
(()((())(()))(()())())()))(()))((((((()))))))()(()((((((()))(()(,-4,4
()()(())(((())(()())())()((())(((()((()(()()()()(()()()))))))))),10,0
()()()((()()))(((((()())))(())())())(()()())((((())())((()())))),6,0
()()))())))()))(()())())))(()())))())()))))))))((((((()((()()()(,-1,-12
(()()(((())((()()))(())())((((()()(()))((())(()))))()(())()())(),-8,2
((()(()()(()))(((()()(()()((())(((()()))())()))))))())(()()))(((,-11,2
(((()(()()(()(()()(()()(((()())())))))()))()()))()(())((()()))(),11,0
((((()))(()))()))())()(())())(()(())))))(((((((((((())))()()())),-5,0
()())())()()()((((()(()()))()()())))(())(())))(((()()))((()((((),-1,2
())(((()(())(()()())(()((()()))(())((()((()(())()(()())()))(()(),-1,6
((()(((()((())())()))))()())((())())())()))))(()()()))()))())()),-8,-10
()()(())()(())()((((())(((()()(((()((()((())))))()(()))()))))))),14,0
((()()(()()))())(())()()((())(()()(())()((((()(((((()))))))))))),12,0
